species,Long,Lat
Maxillaria setigera,-2.9405,-54.085361
Maxillaria subrepens,-2.9405,-54.085361
Polystachya foliosa,-2.9405,-54.085361
Trichocentrum cebolleta,-2.903583,-54.152278
Scaphyglottis stellata,-6.507778,-51.165
Catasetum discolor,-6.542778,-51.878056
Maxillaria lutescens,-2.9405,-54.085361
Scaphyglottis stellata,-2.9405,-54.085361
Lockhartia imbricata,-2.903583,-54.152278
Prosthechea vespa,-2.806639,-54.298028
Epidendrum proligerum,-25.488889,-48.997222
Microchilus arietinus,-25.160833,-49.558889
Govenia gardneri,-25.547778,-49.866389
Epidendrum dendrobioides,-25.550833,-49.839722
Liparis nervosa,-22.784444,-44.082222
Liparis nervosa,-22.233333,-42.1
Sauroglossum elatum,-24.940555,-49.475833
Vanilla palmarum,-16.093889,-55.805833
Prescottia stachyodes,-26.281389,-48.862222
Specklinia grobyi,-25.550833,-49.839722
Cyrtopodium eugenii,-15.533333,-47.55
Aspidogyne longicornu,-26.130278,-48.614167
Acianthera saundersiana,-23.061944,-43.936944
Cyclopogon variegatus,-25.043333,-49.679167
Epidendrum secundum,-25.547778,-49.866389
Gomesa varicosa,-25.550833,-49.839722
Gomesa uniflora,-25.550833,-49.839722
Habenaria leprieurii,-25.550833,-49.839722
Psilochilus modestus,-22.7975,-43.825278
Cyclopogon apricus,-25.371667,-49.785278
Galeottia ciliata,-13.861389,-55.9875
Liparis nervosa,-25.547778,-49.866389
Wullschlaegelia aphylla,-25.547778,-49.866389
Anathallis microphyta,-25.550833,-49.839722
Gomesa recurva,-25.550833,-49.839722
Habenaria araneiflora,-25.4375,-49.241667
Pabstiella calimanii,-16.245278,-40.4925
Bulbophyllum exaltatum,-21.745278,-43.843889
Zygopetalum maculatum,-21.72,-43.873611
Epidendrum secundum,-21.661667,-43.864722
Zygopetalum maculatum,-21.664167,-43.866667
Acianthera teres,-21.72,-43.873611
Trichocentrum pumilum,-21.745278,-43.843889
Eulophia maculata,-12.570833,-38.006944
Catasetum macrocarpum,-12.570556,-38.046944
Habenaria schenckii,-12.9175,-38.323056
Encyclia alboxanthina,-12.995,-41.353611
Cyrtopodium flavum,-12.555556,-38.997222
Epidendrum orchidiflorum,-12.997222,-41.342778
Encyclia alboxanthina,-12.996944,-41.341944
Vanilla palmarum,-12.564722,-38.001389
Vanilla palmarum,-14,-40.221667
Cyrtopodium aliciae,-12.993611,-41.353333
Gomesa ciliata,-12.564722,-38
Liparis nervosa,-12.920833,-38.326944
Gomesa ramosa,-12.9925,-41.341389
Epidendrum armeniacum,-19.910833,-40.555278
Acianthera auriculata,-20.441111,-41.0175
Myoxanthus punctatus,-19.913056,-40.534444
Platystele oxyglossa,-19.913056,-40.534444
Octomeria tricolor,-19.9225,-40.554167
Prosthechea calamaria,-19.892778,-40.544722
Platystele oxyglossa,-19.923611,-40.555
Gomesa ranifera,-19.92,-40.553056
Myoxanthus punctatus,-19.910833,-40.555278
Bifrenaria mellicolor,-19.920556,-40.554167
Psilochilus modestus,-19.925278,-40.555278
Leptotes pauloensis,-19.9225,-40.554167
Masdevallia infracta,-19.910833,-40.555278
Epidendrum latilabrum,-20.362778,-41.470833
Epidendrum denticulatum,-19.669444,-39.888333
Cranichis candida,-26.245555,-50.499444
Zygopetalum maxillare,-22.449167,-43.003889
Eulophia maculata,-26.998055,-48.583611
Epidendrum chlorinum,-20.380278,-41.467222
Eulophia maculata,-20.760278,-41.470556
Epidendrum secundum,-22.474167,-43.08
Eurystyles actinosophila,-20.362778,-41.471111
Epidendrum latilabrum,-20.366667,-41.474167
Epidendrum secundum,-20.482222,-41.03
Epidendrum denticulatum,-20.441111,-41.0175
Gomesa flexuosa,-22.557298,-43.049809
Vanilla edwallii,-27.731936,-48.80652
Vanilla chamissonis,-27.733743,-48.807171
Gomesa flexuosa,-31.224202,-50.96871
Cattleya intermedia,-24.64352,-47.377705
Cyrtopodium flavum,-14.328371,-40.215911
Gongora bufonia,-22.557558,-43.049556
Stelis montserratii,-27.73351,-48.810152
Zygostates alleniana,-28.985823,-51.401271
Epidendrum fulgens,-27.574357,-48.414187
Octomeria grandiflora,-27.735277,-48.813909
Encyclia xerophytica,-9.3625,-54.915556
Notylia lyrata,-15.352778,-47.185278
Campylocentrum neglectum,-21.930556,-56.711389
Bletia catenulata,-15.659167,-47.601111
Cleistes parviflora,-13.541111,-41.906667
Acianthera ochreata,-13.530278,-41.906667
Cattleya walkeriana,-15.3525,-47.185
Habenaria trifida,-19.932222,-43.896667
Cleistes pusilla,-18.203333,-43.554722
Habenaria caldensis,-18.203333,-43.554722
Epistephium williamsii,-18.203333,-43.554722
Prescottia phleoides,-18.45,-43.446389
Sacoila hassleri,-18.298055,-43.74
Mesadenella cuspidata,-19.886111,-44.001667
Cattleya briegeri,-18.483611,-43.465556
Pseudolaelia irwiniana,-18.483611,-43.465556
Aspasia variegata,-15.654861,-57.205222
Epidendrum proligerum,-8.838889,-36.2
Maxillaria lutescens,-0.977778,-61.354167
Epidendrum rigidum,-8.091944,-35.121389
Maxillaria alba,-0.977778,-61.354167
Epidendrum tumuc-humaciense,-3.759167,-61.689444
Dichaea pendula,-4.237222,-38.961944
Epidendrum ramosum,-3.759167,-61.689444
Campylocentrum crassirhizum,-22.439167,-43.651944
Campylocentrum micranthum,-7.790833,-35.023611
Campylocentrum micranthum,-0.977778,-61.354167
Jacquiniella teretifolia,-3.759167,-61.689444
Aspidogyne foliosa,-1.347222,-60.85
Habenaria cryptophila,-8.765833,-35.844722
Stelis sclerophylla,-8.72,-35.843889
Habenaria obtusa,-8.501944,-35.72
Acianthera miqueliana,-0.977778,-61.354167
Campylocentrum ornithorrhynchum,-9.516667,-36.403611
Encyclia patens,-7.831389,-38.076667
Campylocentrum brachycarpum,-22.439167,-43.651944
Scaphyglottis sickii,-8.083889,-35.122222
Campylocentrum pernambucense,-8.72,-35.843889
Campylocentrum grisebachii,-20.858056,-45.548333
Campylocentrum crassirhizum,-20.858056,-45.548333
Campylocentrum crassirhizum,-8.72,-35.843889
Campylocentrum spannagelii,-22.448611,-43.373056
Campylocentrum micranthum,-4.237222,-38.961944
Campylocentrum sellowii,-20.896667,-45.560556
Malaxis excavata,-8.083889,-35.122222
Campylocentrum pernambucense,-8.714722,-35.842778
Polystachya concreta,-15.658347,-57.217242
Cyrtopodium parviflorum,-19.94,-43.899167
Habenaria curvilabra,-19.933056,-43.896389
Laelia gloriosa,-17.995,-43.599167
Scaphyglottis livida,-17.995,-43.599167
Eulophia maculata,-19.950833,-43.904444
Sarcoglottis fasciculata,-21.216667,-47.85
Pabstiella trifida,-16.3325,-41.010278
Dichaea cogniauxiana,-16.3325,-41.010278
Octomeria grandiflora,-16.3325,-41.010278
Stelis intermedia,-16.3325,-41.010278
Bulbophyllum napellii,-16.3325,-41.010278
Polystachya foliosa,-16.335,-41.009444
Epidendrum secundum,-16.33,-40.950833
Prescottia plantaginifolia,-16.335,-41.009444
Epidendrum secundum,-19.970278,-43.926389
Acianthera teres,-19.970278,-43.926389
Cattleya crispata,-20.133889,-43.972778
Gomesa ramosa,-19.945833,-43.897778
Govenia utriculata,-19.946944,-43.898611
Bulbophyllum rupicola,-18.303611,-43.747778
Prescottia oligantha,-19.942778,-43.895555
Veyretia simplex,-18.303611,-43.741667
Epidendrum martianum,-20.151944,-43.500278
Acianthera limae,-18.543055,-43.428889
Epidendrum martianum,-20.148611,-43.4975
Habenaria trifida,-19.858889,-44.011111
Prosthechea fragrans,-27.104167,-48.974167
Sacoila lanceolata,-22.91,-48.503611
Octomeria crassifolia,-14.771389,-39.536111
Cattleya caulescens,-17.716944,-44.245
Epidendrum secundum,-23.6725,-45.808333
Zygopetalum maculatum,-23.674167,-45.808333
Bifrenaria aureofulva,-23.658611,-45.705278
Cleistes montana,-23.658611,-45.705278
Maxillaria picta,-23.172,-46.530583
Bulbophyllum involutum,-19.819389,-43.682972
Bulbophyllum exaltatum,-21.106917,-44.195056
Bulbophyllum exaltatum,-21.106917,-44.195075
Bulbophyllum plumosum,-21.502222,-44.602778
Bulbophyllum rupicola,-15.712222,-48.891667
Bulbophyllum exaltatum,-11.623333,-40.9975
Bulbophyllum exaltatum,-21.999628,-46.377778
Bulbophyllum exaltatum,-21.703,-43.886806
Bulbophyllum perii,-21.718028,-44.9775
Bulbophyllum weddellii,-19.248361,-43.509583
Bulbophyllum exaltatum,-13.011944,-41.412778
Bulbophyllum involutum,-15.647861,-42.741419
Bulbophyllum exaltatum,-21.718044,-44.977628
Bulbophyllum exaltatum,-21.999611,-46.377778
Bulbophyllum perii,-24.557222,-50.257778
Cattleya loddigesii,-22.218806,-46.573806
Laelia gloriosa,-19.498278,-44.005222
Vanilla palmarum,-15.466667,-55.75
Vanilla palmarum,-12.7475,-48.254167
Vanilla phaeantha,-13.713889,-48.135278
Maxillaria picta,-22.5748,-45.3224
Bulbophyllum involutum,-16.556722,-42.896428
Bulbophyllum involutum,-19.819389,-43.682975
Bulbophyllum involutum,-19.32675,-43.5625
Bulbophyllum tripetalum,-24.556111,-50.256944
Vanilla palmarum,-13.011667,-48.133889
Vanilla palmarum,-13.739722,-48.128611
Lockhartia imbricata,-9.698333,-52.404722
Trichocentrum nanum,-12.877222,-54.329167
Epidendrum secundum,-23.665278,-45.829444
Zygopetalum maculatum,-23.666944,-45.930556
Encyclia patens,-23.665278,-45.829444
Sacoila lanceolata,-9.432236,-36.506483
Prosthechea aemula,-9.48,-35.857778
Epidendrum micronocturnum,-9.48,-35.857778
Coryanthes speciosa,-9.48,-35.857778
Cattleya alagoensis,-9.518953,-36.574439
Zygostates bradei,-9.627,-36.555544
Cyrtopodium flavum,-9.627,-36.555544
Epidendrum cinnabarinum,-9.627,-36.555544
Epidendrum flammeum,-9.432236,-36.506483
Sarcoglottis schwackei,-6.401667,-35.004167
Habenaria trifida,-3.847222,-38.433611
Epidendrum secundum,-14.407222,-40.120833
Stelis sclerophylla,-13.599722,-39.718333
Epidendrum dendrobioides,-23.659167,-45.704167
Epidendrum secundum,-23.658611,-45.705278
Zygopetalum maculatum,-23.658611,-45.705278
Prosthechea bulbosa,-23.658611,-45.705278
Bulbophyllum weddellii,-15.816944,-42.819167
Pseudolaelia vellozicola,-15.816944,-42.819167
Galeandra beyrichii,-29.026111,-51.298889
Habenaria longicauda,-6.844444,-45.1125
Vanilla edwallii,-22.836872,-48.540775
Vanilla chamissonis,-21.856844,-47.434025
Vanilla edwallii,-22.096667,-47.762222
Govenia utriculata,-25.547778,-49.866389
Gomesa lietzei,-24.053889,-52.360556
Corymborkis flava,-25.149444,-49.409167
Galeandra stangeana,-19.374167,-41.376111
Prosthechea bulbosa,-19.9425,-40.579444
Octomeria grandiflora,-19.9425,-40.579444
Pseudolaelia vellozicola,-19.374167,-41.376111
Zygopetalum maculatum,-19.374167,-41.376111
Pabstiella trifida,-19.905556,-40.562222
Epidendrum chlorinum,-19.9425,-40.579444
Encyclia patens,-20.394722,-41.734722
Prosthechea pachysepala,-19.966667,-40.533333
Gomesa barbaceniae,-20.412222,-41.834722
Polystachya concreta,-19.966667,-40.533333
Cattleya munchowiana,-19.239444,-41.581389
Galeandra beyrichii,-19.9975,-40.6725
Cattleya hoehnei,-19.373611,-41.358333
Gomesa ramosa,-19.320556,-41.578611
Prosthechea allemanoides,-19.320556,-41.578611
Epidendrum secundum,-20.4625,-41.399167
Epidendrum filicaule,-19.905556,-40.562222
Pseudolaelia vellozicola,-20.4625,-41.399167
Acianthera ramosa,-19.398333,-41.675556
Epidendrum secundum,-19.398333,-41.675556
Acianthera crepiniana,-28.92023,-50.31457
Habenaria obtusa,-1.556667,-46.092778
Habenaria spathulifera,-1.556667,-46.092778
Habenaria repens,-1.556667,-46.092778
Habenaria obtusa,-1.540833,-46.106389
Catasetum roseoalbum,-1.540833,-46.106389
Habenaria repens,-1.552222,-46.097222
Habenaria spathulifera,-1.552222,-46.097222
Habenaria spathulifera,-1.699722,-46.096389
Habenaria repens,-1.682222,-46.096944
Catasetum roseoalbum,-1.544444,-46.104444
Habenaria repens,-1.699722,-46.096389
Catasetum roseoalbum,-1.538611,-46.113333
Malaxis excavata,-20.257892,-43.490292
Bifrenaria stefanae,-20.257892,-43.490292
Polystachya caespitosa,-20.253997,-43.495386
Epidendrum filicaule,-20.258758,-43.488811
Prosthechea pachysepala,-20.258622,-43.489839
Gomesa recurva,-20.257892,-43.490292
Habenaria secundiflora,-20.252944,-43.496936
Sacoila lanceolata,-20.448333,-43.849722
Encyclia patens,-20.527778,-43.9175
Cyrtopodium glutiniferum,-21.765,-43.772222
Acianthera ramosa,-20.444167,-43.8625
Epidendrum secundum,-21.738889,-43.846111
Campylocentrum pauloense,-21.771722,-43.409528
Buchtienia nitida,-21.760333,-43.364778
Sacoila lanceolata,-21.724222,-43.493806
Eurystyles cotyledon,-21.774222,-43.412444
Eltroplectris triloba,-21.752556,-43.371111
Eurystyles actinosophila,-20.925278,-42.464722
Maxillaria picta,-20.497778,-43.930556
Pseudolaelia corcovadensis,-21.985,-43.5475
Cattleya loddigesii,-21.985,-43.5475
Epidendrum campestre,-20.4425,-43.858611
Maxillaria tenuifolia,-16.742222,-40.547778
Maxillaria picta,-16.742222,-40.547778
Cattleya intermedia,-23.798717,-46.119964
Cattleya intermedia,-23.804617,-46.120789
Vanilla chamissonis,-23.791611,-46.118458
Vanilla parvifolia,-23.792506,-46.109839
Mesadenella cuspidata,-23.784806,-46.091403
Cattleya harrisoniana,-22.744569,-43.557899
Catasetum cernuum,-20.962874,-42.042302
Epidendrum paranaense,-20.514923,-41.006827
Zygopetalum crinitum,-20.514911,-41.006851
Promenaea xanthina,-23.026921,-44.940378
Catasetum cernuum,-22.377143,-43.133116
Maxillaria paranaensis,-25.385172,-49.015311
Epidendrum secundum,-22.350992,-42.584675
Gomesa concolor,-29.7308,-53.712998
Maxillaria barbosae,-22.767437,-45.595853
Trichocentrum pumilum,-25.775652,-53.630015
Eulophia maculata,-20.254234,-40.259486
Grandiphyllum edwallii,-20.514894,-41.006763
Promenaea xanthina,-23.083306,-44.880076
Gomesa planifolia,-20.514917,-41.006867
Gongora bufonia,-22.538324,-43.0688
Maxillaria ochroleuca,-20.499469,-41.035823
Sauroglossum elatum,-24.940556,-49.475833
Acianthera hygrophila,-24.698333,-51.523056
Octomeria warmingii,-24.100556,-50.706944
Sacoila cerradicola,-14.035,-47.525833
Maxillaria picta,-25.136111,-48.299722
Prescottia lancifolia,-26.210278,-48.957778
Govenia utriculata,-24.698333,-51.523056
Habenaria meeana,-13.55,-41.95
Vanilla labellopapillata,-11.496111,-55.364722
Wullschlaegelia aphylla,-24.716111,-50.142222
Specklinia grobyi,-24.698333,-51.523056
Cyclopogon congestus,-24.698333,-51.523056
Prescottia stachyodes,-25.882778,-48.575
Prosthechea aemula,-25.882778,-48.575
Campylocentrum grisebachii,-25.452778,-49.648333
Gomesa recurva,-25.452778,-49.648333
Epidendrum dendrobioides,-25.452778,-49.648333
Cyclopogon congestus,-24.033333,-50.683333
Scaphyglottis modesta,-26.803889,-48.943333
Octomeria tricolor,-19.965,-40.541111
Eurystyles cogniauxii,-22.271111,-43.001111
Gomesa longipes,-25.483333,-48.983333
Zygopetalum crinitum,-26.909722,-49.497778
Gomesa microphyta,-26.91,-50.220278
Octomeria linearifolia,-25.173333,-48.3025
Pabstiella fusca,-25.157222,-48.293056
Epidendrum warasii,-12.685278,-42.174167
Octomeria diaphana,-25.156944,-48.2925
Octomeria grandiflora,-25.726944,-48.945
Specklinia grobyi,-25.160278,-48.293056
Zygostates alleniana,-25.810556,-49.684722
Trichocentrum pumilum,-28.08,-48.87
Grandiphyllum auricula,-19.965,-40.541111
Prosthechea bulbosa,-25.365556,-48.990278
Maxillaria porphyrostele,-24.033333,-50.7
Gomesa recurva,-25.483333,-48.983333
Gomesa gomezoides,-27.450278,-49.230556
Vanilla palmarum,-12.593889,-42.295
Prescottia leptostachya,-12.588333,-42.092222
Epidendrum orchidiflorum,-12.588333,-42.092222
Pabstiella trifida,-25.75,-49.05
Pabstiella fusca,-26.7275,-49.585
Pabstiella fusca,-26.91,-50.220278
Pabstiella fusca,-27.000278,-50.130556
Rodriguezia bracteata,-26.763333,-48.999167
Phymatidium delicatulum,-25.320833,-45.706667
Phymatidium delicatulum,-24.323889,-50.615556
Phymatidium microphyllum,-25.928056,-49.198889
Phymatidium delicatulum,-25.834722,-49.064167
Phymatidium aquinoi,-20.609722,-41.592778
Octomeria grandiflora,-22.378056,-42.558056
Pabstiella calcarata,-25.340278,-48.909722
Gomesa ranifera,-25.383333,-49
Pabstiella trifida,-25.483333,-48.983333
Aspidogyne foliosa,-25.52,-48.509167
Aspidogyne argentea,-25.519444,-48.561944
Bulbophyllum micropetaliforme,-13.287222,-41.909167
Maxillaria parviflora,-13.606389,-39.713056
Sacoila lanceolata,-25.836389,-49.134722
Sacoila lanceolata,-25.433333,-49.233333
Catasetum osculatum,-15.921111,-54.949167
Pelexia novofriburgensis,-25.519444,-48.561944
Stelis papaquerensis,-26.150278,-49.224167
Stelis montserratii,-26.150278,-49.224167
Pabstiella arcuata,-22.453056,-42.9975
Epidendrum armeniacum,-22.451667,-43.001111
Anathallis obovata,-26.227778,-52.031944
Cyrtopodium glutiniferum,-19.975556,-40.528056
Habenaria gourlieana,-17.841944,-57.559444
Campylocentrum robustum,-21.374444,-41.086667
Cattleya intermedia,-23.365833,-44.834444
Epidendrum orchidiflorum,-22.902778,-43.2075
Epidendrum denticulatum,-14.788889,-39.049444
Bifrenaria harrisoniae,-25.410833,-49.000278
Galeandra beyrichii,-22.791667,-43.816111
Zygostates cornuta,-26.693056,-48.953611
Zygostates cornuta,-26.121667,-48.937778
Habenaria johannensis,-27.451389,-48.419722
Epidendrum strobiliferum,-27.778333,-48.497222
Pabstiella fusca,-28.169444,-48.870278
Acianthera panduripetala,-27.775278,-48.4925
Epidendrum henschenii,-28.169444,-48.870278
Octomeria juncifolia,-27.540278,-48.689444
Octomeria diaphana,-28.169444,-48.870278
Prosthechea fragrans,-28.169444,-48.870278
Pabstiella alligatorifera,-27.724167,-48.535
Pabstiella alligatorifera,-27.775278,-48.4925
Prosthechea aemula,-26.910278,-49.500278
Prosthechea bulbosa,-27.181389,-49.231389
Epidendrum henschenii,-27.775278,-48.4925
Epidendrum radicans,-27.451389,-48.419722
Stelis sclerophylla,-28.169444,-48.870278
Liparis nervosa,-27.778333,-48.497222
Elleanthus brasiliensis,-28.169444,-48.870278
Pabstiella fusca,-26.910278,-49.500278
Promenaea xanthina,-27.775278,-48.4925
Stelis sclerophylla,-27.181389,-49.231389
Epidendrum proligerum,-27.180278,-49.393611
Pabstiella calcarata,-27.180278,-49.393611
Stelis sclerophylla,-28.259722,-49.411944
Stelis montserratii,-27.180278,-49.393611
Promenaea stapelioides,-27.180278,-49.393611
Pabstiella alligatorifera,-27.479167,-48.43
Dichaea cogniauxiana,-27.540278,-48.689444
Specklinia grobyi,-28.259722,-49.411944
Grandiphyllum hians,-28.169444,-48.870278
Myoxanthus exasperatus,-27.540278,-48.689444
Stelis aprica,-27.181389,-49.231389
Gomesa radicans,-27.180278,-49.393611
Acianthera sonderiana,-26.910278,-49.500278
Epidendrum armeniacum,-27.181389,-49.231389
Gomesa ranifera,-27.181389,-49.231389
Eulophia maculata,-27.451389,-48.419722
Acianthera saundersiana,-25.3775,-49.780833
Anathallis obovata,-25.340278,-48.909722
Zygopetalum maculatum,-25.455278,-49.646389
Maxillaria picta,-25.455278,-49.646389
Gomesa albinoi,-25.775278,-49.720833
Eurystyles actinosophila,-25.941111,-49.751667
Habenaria araneiflora,-25.111389,-52.846111
Cyclopogon elatus,-25.092778,-52.915
Prosthechea bulbosa,-25.256111,-48.778056
Scaphyglottis modesta,-27.058889,-49.078056
Scaphyglottis modesta,-27.878889,-48.761944
Epidendrum secundum,-20.160278,-40.309444
Catasetum gardneri,-19.697778,-39.930556
Pabstiella trifida,-20.164167,-40.306944
Catasetum gardneri,-21.241111,-40.988889
Cyrtopodium holstii,-18.626111,-39.734444
Prescottia plantaginifolia,-18.625,-39.735
Pseudolaelia dutrae,-19.055833,-40.741944
Cyclopogon congestus,-15.647222,-42.739444
Cattleya harrisoniana,-20.599444,-40.410833
Vanilla phaeantha,-19.698889,-39.931667
Epidendrum denticulatum,-18.677222,-40.745556
Gomesa warmingii,-20.361111,-41.951111
Eulophia maculata,-20.6025,-40.411111
Eltroplectris calcarata,-20.6025,-40.411111
Catasetum luridum,-18.980278,-40.663889
Eulophia maculata,-19.919444,-40.102778
Epidendrum secundum,-20.343333,-41.821389
Catasetum macrocarpum,-20.336944,-41.828611
Eulophia maculata,-20.337778,-41.817222
Grandiphyllum divaricatum,-20.345833,-41.815556
Habenaria petalodes,-20.337778,-41.817222
Eulophia maculata,-19.891667,-40.812222
Masdevallia infracta,-20.345833,-41.815556
Maxillaria picta,-20.373889,-41.817778
Cyclopogon bicolor,-20.343333,-41.804722
Eltroplectris calcarata,-19.6925,-39.939444
Acianthera strupifolia,-19.694167,-39.938056
Catasetum gardneri,-19.408889,-39.710556
Eltroplectris calcarata,-18.679444,-39.748889
Pelexia macropoda,-19.989722,-40.606111
Habenaria rodeiensis,-19.989722,-40.606111
