scientificName,family,genus,species,NM_MUN,SIGLA_UF,Latitude,Longitude
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Andarai,BA,-12.87,-41.32
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Andarai,BA,-12.87,-41.32
Polystachya caracasana Rchb.f.,Orchidaceae,Polystachya,Polystachya foliosa,Andarai,BA,-13.05,-41.3
"Bulbophyllum involutum Borba, Semir & F.Barros",Orchidaceae,Bulbophyllum,Bulbophyllum involutum,Andarai,BA,-13.05,-41.3
Veyretia rupicola (Garay) F.Barros,Orchidaceae,Veyretia,Veyretia rupicola,Andarai,BA,-13.05,-41.3
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Andarai,BA,-13.05,-41.3
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Andarai,BA,-13.05,-41.3
Pelexia orthosepala (Rchb.f. & Warm.) Schltr.,Orchidaceae,Pelexia,Pelexia orthosepala,Andarai,BA,-13.05,-41.3
Epidendrum crassifolium Lindl.,Orchidaceae,Epidendrum,Epidendrum ellipticum,Andarai,BA,-12.87,-41.32
Prosthechea calamaria (Lindl.) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea calamaria,Andarai,BA,-12.8,-41.33
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Andarai,BA,-12.806389,-41.346111
Oeceoclades maculata (Lindl.) Lindl.,Orchidaceae,Eulophia,Eulophia maculata,Andarai,BA,-12.683333,-41.166667
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Andarai,BA,-12.8,-41.316667
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Andarai,BA,-12.801667,-41.344444
Bulbophyllum weddellii (Lindl.) Rchb.f.,Orchidaceae,Bulbophyllum,Bulbophyllum weddellii,Andarai,BA,-12.8,-41.316667
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Andarai,BA,-12.991111,-41.270278
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Andarai,BA,-12.86667,-41.31667
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Andarai,BA,-12.939004,-41.327911
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Andarai,BA,-12.939004,-41.327911
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Andarai,BA,-12.939004,-41.327911
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Andarai,BA,-12.9658,-41.3189
Encyclia calamaria (Lindl.) Pabst,Orchidaceae,Prosthechea,Prosthechea calamaria,Andarai,BA,-12.8,-41.33
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Andarai,BA,-12.9658,-41.3189
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Andarai,BA,-12.87,-41.32
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Andarai,BA,-12.840867,-41.266699
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Andarai,BA,-12.626319,-41.333356
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Andarai,BA,-12.936111,-41.322972
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Andarai,BA,-12.937333,-41.323972
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Andarai,BA,-12.86666,-41.31666
Isochilus linearis (Jacq.) R.Br.,Orchidaceae,Isochilus,Isochilus linearis,Andarai,BA,-12.783056,-41.349444
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Andarai,BA,-12.965833,-41.318889
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Andarai,BA,-12.965833,-41.318889
Cleistes moritzii (Rchb.f.) Garay & Dunst.,Orchidaceae,Cleistes,Cleistes moritzii,Andarai,BA,-12.866667,-41.316667
Cleistes rosea Lindl.,Orchidaceae,Cleistes,Cleistes rosea,Andarai,BA,-12.866667,-41.316667
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Andarai,BA,-12.866667,-41.316667
Epistephium sclerophyllum Lindl.,Orchidaceae,Epistephium,Epistephium sclerophyllum,Andarai,BA,-12.819722,-41.320833
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Andarai,BA,-12.956667,-41.319167
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Andarai,BA,-12.95,-41.266667
Anathallis rubens (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,Stelis montserratii,Barra da Estiva,BA,-13.7,-41.266667
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Barra da Estiva,BA,-13.7,-41.266667
Dichaea cogniauxiana Schltr.,Orchidaceae,Dichaea,Dichaea cogniauxiana,Barra da Estiva,BA,-13.583333,-41.45
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Barra da Estiva,BA,-13.7,-41.266667
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Barra da Estiva,BA,-13.7,-41.3
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Barra da Estiva,BA,-13.666667,-41.333333
Bifrenaria aureofulva (Hook.) Lindl.,Orchidaceae,Bifrenaria,Bifrenaria aureofulva,Barra da Estiva,BA,-13.7,-41.266667
Zygopetalum mackayi Hook.,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Barra da Estiva,BA,-13.7,-41.266667
Sophronitis pfisteri (Pabst & Senghas) Van den Berg & M.W.Chase,Orchidaceae,Cattleya,Cattleya pfisteri,Barra da Estiva,BA,-13.7,-41.3
Cyrtopodium pallidum Rchb.f. & Warm.,Orchidaceae,Cyrtopodium,Cyrtopodium pallidum,Barra da Estiva,BA,-13.583333,-41.3
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Barra da Estiva,BA,-13.7,-41.266667
Prosthechea carrii V.P.Castro & Campacci,Orchidaceae,Prosthechea,Prosthechea carrii,Barra da Estiva,BA,-13.7,-41.266667
Epidendrum dendrobioides Thunb.,Orchidaceae,Epidendrum,Epidendrum dendrobioides,Barra da Estiva,BA,-13.7,-41.266667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Barra da Estiva,BA,-13.7,-41.266667
Pelexia viridis (Cogn.) Schltr.,Orchidaceae,Pelexia,Pelexia viridis,Barra da Estiva,BA,-13.666667,-41.333333
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Barra da Estiva,BA,-13.7,-41.266667
Skeptrostachys congestiflora (Cogn.) Garay,Orchidaceae,Skeptrostachys,Skeptrostachys congestiflora,Barra da Estiva,BA,-13.7,-41.266667
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Barra da Estiva,BA,-13.583333,-41.3
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Barra da Estiva,BA,-13.583333,-41.45
Habenaria pseudohamata Toscano,Orchidaceae,Habenaria,Habenaria pseudohamata,Barra da Estiva,BA,-13.583333,-41.45
Cleistes paranaensis (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes paranaensis,Barra da Estiva,BA,-13.666667,-41.416667
Cleistes pluriflora (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes moritzii,Barra da Estiva,BA,-13.666667,-41.416667
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Barra da Estiva,BA,-13.680556,-41.289722
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Barra da Estiva,BA,-13.686389,-41.309444
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Barra da Estiva,BA,-13.684722,-41.309444
Oncidium hydrophilum Barb.Rodr.,Orchidaceae,Gomesa,Gomesa hydrophila,Barra da Estiva,BA,-13.684722,-41.309444
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Barra da Estiva,BA,-13.7,-41.3
Dichaea cogniauxiana Schltr.,Orchidaceae,Dichaea,Dichaea cogniauxiana,Barra da Estiva,BA,-13.58,-41.45
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Barra da Estiva,BA,-13.58,-41.3
Cyrtopodium brandonianum Barb.Rodr.,Orchidaceae,Cyrtopodium,Cyrtopodium brandonianum,Barra da Estiva,BA,-13.58,-41.3
Habenaria pseudohamata Toscano,Orchidaceae,Habenaria,Habenaria pseudohamata,Barra da Estiva,BA,-13.58,-41.45
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Barra da Estiva,BA,-13.67,-41.33
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Barra da Estiva,BA,-13.58,-41.45
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Barra da Estiva,BA,-13.521944,-41.203056
Cleistes paranaensis (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes paranaensis,Barra da Estiva,BA,-13.616667,-41.316667
Cyrtopodium brandonianum Barb.Rodr.,Orchidaceae,Cyrtopodium,Cyrtopodium brandonianum,Barra da Estiva,BA,-13.690833,-41.316667
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Barra da Estiva,BA,-13.583333,-41.3
Cleistes ionoglossa Hoehne & Schltr.,Orchidaceae,Cleistes,Cleistes ionoglossa,Barra da Estiva,BA,-13.66667,-41.41667
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Barra da Estiva,BA,-13.58333,-41.3
Encyclia bulbosa (Vell.) Pabst,Orchidaceae,Prosthechea,Prosthechea bulbosa,Barra da Estiva,BA,-13.7,-41.26667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Barra da Estiva,BA,-13.683333,-41.266667
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Barra da Estiva,BA,-13.58,-41.3
Cleistes ionoglossa Hoehne & Schltr.,Orchidaceae,Cleistes,Cleistes ionoglossa,Barra da Estiva,BA,-13.66666,-41.41666
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Barra da Estiva,BA,-13.583333,-41.45
Habenaria nuda Lindl.,Orchidaceae,Habenaria,Habenaria nuda,Barra da Estiva,BA,-13.583333,-41.45
Epidendrum martianum Lindl.,Orchidaceae,Epidendrum,Epidendrum martianum,Barra da Estiva,BA,-13.583333,-41.45
Cleistes moritzii (Rchb.f.) Garay & Dunst.,Orchidaceae,Cleistes,Cleistes moritzii,Barra da Estiva,BA,-13.666667,-41.416667
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Barra da Estiva,BA,-13.583333,-41.45
Dichaea panamensis Lindl.,Orchidaceae,Dichaea,Dichaea panamensis,Barra da Estiva,BA,-13.583333,-41.45
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Barra da Estiva,BA,-13.7,-41.266667
Cyrtopodium brandonianum Barb.Rodr.,Orchidaceae,Cyrtopodium,Cyrtopodium brandonianum,Barra da Estiva,BA,-13.583333,-41.3
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Barra da Estiva,BA,-13.666667,-41.333333
Laelia pfisteri Pabst & Senghas,Orchidaceae,Cattleya,Cattleya pfisteri,Barra da Estiva,BA,-13.7,-41.3
Cleistes ionoglossa Hoehne & Schltr.,Orchidaceae,Cleistes,Cleistes ionoglossa,Barra da Estiva,BA,-13.666667,-41.416667
Encyclia bulbosa (Vell.) Pabst,Orchidaceae,Prosthechea,Prosthechea bulbosa,Barra da Estiva,BA,-13.7,-41.266667
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Barra da Estiva,BA,-13.583333,-41.3
Habenaria leptoceras Hook.,Orchidaceae,Habenaria,Habenaria leptoceras,Boninal,BA,-12.7925,-41.793611
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Boninal,BA,-12.75,-41.75
Habenaria itatiayae Schltr.,Orchidaceae,Habenaria,Habenaria itatiayae,Boninal,BA,-12.716667,-41.716667
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Boninal,BA,-12.683333,-41.683333
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Boninal,BA,-12.683333,-41.683333
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Boninal,BA,-12.75,-41.701944
Anathallis sclerophylla (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,Stelis sclerophylla,Boninal,BA,-12.75,-41.785278
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Boninal,BA,-12.75,-41.785278
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Boninal,BA,-12.785278,-41.75
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Boninal,BA,-12.75,-41.75
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Boninal,BA,-12.772778,-41.7
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Boninal,BA,-12.75,-41.725833
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Boninal,BA,-12.75,-41.701944
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Boninal,BA,-12.75,-41.701944
Sarcoglottis fasciculata (Vell.) Schltr.,Orchidaceae,Sarcoglottis,Sarcoglottis fasciculata,Boninal,BA,-12.75,-41.75
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Boninal,BA,-12.75,-41.725833
Skeptrostachys congestiflora (Cogn.) Garay,Orchidaceae,Skeptrostachys,Skeptrostachys congestiflora,Boninal,BA,-12.75,-41.75
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Boninal,BA,-12.75,-41.785278
Prosthechea caetensis (Bicalho) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea caetensis,Bonito,BA,-11.916667,-41.266667
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Bonito,BA,-11.916667,-41.266667
Laelia bahiensis Schltr.,Orchidaceae,Cattleya,Cattleya luetzelburgii,Bonito,BA,-11.916667,-41.266667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Bonito,BA,-11.973472,-41.200008
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Bonito,BA,-11.944908,-41.233333
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Ibicoara,BA,-13.333333,-41.333333
Habenaria pseudohamata Toscano,Orchidaceae,Habenaria,Habenaria pseudohamata,Ibicoara,BA,-13.383056,-41.376389
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Ibicoara,BA,-13.368056,-41.377778
Epidendrum proligerum Barb.Rodr.,Orchidaceae,Epidendrum,Epidendrum proligerum,Ibicoara,BA,-13.371111,-41.373611
Bulbophyllum weddellii (Lindl.) Rchb.f.,Orchidaceae,Bulbophyllum,Bulbophyllum weddellii,Ibicoara,BA,-13.368889,-41.371944
Habenaria mystacina Lindl.,Orchidaceae,Habenaria,Habenaria mystacina,Ibicoara,BA,-13.3475,-41.344167
Anathallis aristulata (Lindl.) Luer,Orchidaceae,Anathallis,Anathallis aristulata,Ibicoara,BA,-13.383333,-41.383333
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Ibicoara,BA,-13.3475,-41.344167
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Ibicoara,BA,-13.383333,-41.385278
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Ibicoara,BA,-13.366944,-41.376944
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Ibicoara,BA,-13.377222,-41.375278
Habenaria nuda Lindl.,Orchidaceae,Habenaria,Habenaria nuda,Ibicoara,BA,-13.377222,-41.377222
Anathallis aristulata (Lindl.) Luer,Orchidaceae,Anathallis,Anathallis aristulata,Ibicoara,BA,-13.371111,-41.37
Bulbophyllum weddellii (Lindl.) Rchb.f.,Orchidaceae,Bulbophyllum,Bulbophyllum weddellii,Ibicoara,BA,-13.336944,-41.339167
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Ibicoara,BA,-13.347222,-41.348056
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Ibicoara,BA,-13.315278,-41.309722
Laelia gloriosa (Rchb.f.) L.O.Williams,Orchidaceae,Laelia,Laelia gloriosa,Ibicoara,BA,-13.264167,-41.443611
Epidendrum cristatum Ruiz & Pav.,Orchidaceae,Epidendrum,Epidendrum cristatum,Ibicoara,BA,-13.4,-41.283333
Epidendrum berkeleyi (Rolfe) Baptista,Orchidaceae,Epidendrum,Epidendrum avicula,Ibicoara,BA,-13.4,-41.283333
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Ibicoara,BA,-13.365833,-41.366389
"Epidendrum avicule Lindl., 1840",Orchidaceae,Epidendrum,Epidendrum avicule,Ibicoara,BA,-13.397778,-41.233056
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Ibicoara,BA,-13.397778,-41.233056
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Ibicoara,BA,-13.399444,-41.243333
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Ibicoara,BA,-13.397778,-41.233056
Epidendrum ramosum Jacq.,Orchidaceae,Epidendrum,Epidendrum ramosum,Ibicoara,BA,-13.397778,-41.233056
Epidendrum saxatile Lindl.,Orchidaceae,Epidendrum,Epidendrum saxatile,Ibicoara,BA,-13.397778,-41.333056
Cyrtopodium brandonianum Barb.Rodr.,Orchidaceae,Cyrtopodium,Cyrtopodium brandonianum,Ibicoara,BA,-13.447778,-41.409167
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Ibicoara,BA,-13.39062,-41.161496
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Ibicoara,BA,-13.398039,-41.292309
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Ibicoara,BA,-13.315556,-41.160556
Epidendrum avicula Lindl.,Orchidaceae,Epidendrum,Epidendrum avicula,Ibicoara,BA,-13.4,-41.283333
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Ibicoara,BA,-13.380972,-41.198857
Epidendrum cristatum Ruiz & Pav.,Orchidaceae,Epidendrum,Epidendrum cristatum,Ibicoara,BA,-13.389722,-41.292222
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Ibicoara,BA,-13.366667,-41.366667
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Ibicoara,BA,-13.383056,-41.373889
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Ibicoara,BA,-13.308889,-41.315556
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Ibicoara,BA,-13.325,-41.318056
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Ibicoara,BA,-13.383333,-41.383333
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Ibicoara,BA,-13.381944,-41.373611
Epidendrum ramosum Jacq.,Orchidaceae,Epidendrum,Epidendrum ramosum,Ibicoara,BA,-13.373889,-41.380278
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Ibicoara,BA,-13.324167,-41.316667
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Ibicoara,BA,-13.383333,-41.383333
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Ibicoara,BA,-13.383333,-41.383333
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Ibicoara,BA,-13.383333,-41.383333
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Ibicoara,BA,-13.383056,-41.376389
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Ibicoara,BA,-13.376667,-41.377778
Epidendrum dendrobioides Thunb.,Orchidaceae,Epidendrum,Epidendrum dendrobioides,Ibicoara,BA,-13.373333,-41.379444
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Ibicoara,BA,-13.373333,-41.379444
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Ibicoara,BA,-13.411944,-41.413056
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Ibicoara,BA,-13.377222,-41.377222
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Ibicoara,BA,-13.366667,-41.366667
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Ibicoara,BA,-13.411667,-41.413056
Habenaria itatiayae Schltr.,Orchidaceae,Habenaria,Habenaria itatiayae,Ibicoara,BA,-13.366667,-41.366667
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Ibicoara,BA,-13.366667,-41.366667
Habenaria mystacina Lindl.,Orchidaceae,Habenaria,Habenaria mystacina,Ibicoara,BA,-13.377222,-41.377222
Bulbophyllum weddellii (Lindl.) Rchb.f.,Orchidaceae,Bulbophyllum,Bulbophyllum weddellii,Ibicoara,BA,-13.371111,-41.37
"Bulbophyllum involutum Borba, Semir & F.Barros",Orchidaceae,Bulbophyllum,Bulbophyllum involutum,Ibicoara,BA,-13.371111,-41.37
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Ibicoara,BA,-13.371111,-41.37
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Ibicoara,BA,-13.347222,-41.348056
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Ibicoara,BA,-13.366944,-41.376944
Habenaria mystacina Lindl.,Orchidaceae,Habenaria,Habenaria mystacina,Ibicoara,BA,-13.377222,-41.375278
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Ibicoara,BA,-13.377222,-41.375278
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Ibicoara,BA,-13.383333,-41.383333
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Ibicoara,BA,-13.383333,-41.383333
Campylocentrum neglectum (Rchb.f. & Warm.) Cogn.,Orchidaceae,Campylocentrum,Campylocentrum neglectum,Ibitiara,BA,-12.600278,-42.299167
Cattleya tenuis Campacci & Vedovello,Orchidaceae,Cattleya,Cattleya tenuis,Ibitiara,BA,-12.600556,-42.299167
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Ibitiara,BA,-12.685278,-42.174167
Vanilla palmarum (Salzm. ex Lindl.) Lindl.,Orchidaceae,Vanilla,Vanilla palmarum,Ibitiara,BA,-12.593889,-42.295
Prescottia leptostachya Lindl.,Orchidaceae,Prescottia,Prescottia leptostachya,Ibitiara,BA,-12.588333,-42.092222
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Ibitiara,BA,-12.588333,-42.092222
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Itaete,BA,-13.163357,-41.171716
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Itaete,BA,-13.163357,-41.171716
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Itaete,BA,-12.909577,-41.215062
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Itaete,BA,-13,-41
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Itaete,BA,-12.952853,-41.208182
Polystachya caracasana Rchb.f.,Orchidaceae,Polystachya,Polystachya foliosa,Itaete,BA,-13.154444,-41.1675
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Itaete,BA,-13.157222,-41.1525
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Itaete,BA,-13.126233,-41.059258
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Itaete,BA,-13.183333,-41.183333
Brassavola tuberculata Hook.,Orchidaceae,Brassavola,Brassavola tuberculata,Itaete,BA,-12.981389,-40.980556
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Itaete,BA,-13.157222,-41.1525
Brassavola tuberculata Hook.,Orchidaceae,Brassavola,Brassavola tuberculata,Itaete,BA,-12.982222,-40.980556
Gomesa hydrophila (Barb.Rodr.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa hydrophila,Jussiape,BA,-13.468611,-41.508611
Vanilla palmarum (Salzm. ex Lindl.) Lindl.,Orchidaceae,Vanilla,Vanilla palmarum,Jussiape,BA,-13.499992,-41.688772
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Jussiape,BA,-13.566667,-41.566667
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Jussiape,BA,-13.566667,-41.566667
